,Short_Ticker,Name,Sector
3018,SWK,Stanley Black & Decker Inc,Industrials
3019,SWM,Schweitzer-Mauduit International,Basic Materials
3020,SWN,Southwestern Energy Company,Energy
3021,SWT,Stanley Black & Decker Inc,
3022,SWX,Southwest Gas Corp,Utilities
3023,SWZ,Swiss Helvetia Fund,Financial Services
3024,SXC,Suncoke Energy Inc,Basic Materials
3025,SXI,Standex International Corp,Industrials
3026,SXT,Sensient Technologies Corp,Basic Materials
3027,SYF,Synchrony Financial,Financial Services
3028,SYF-A,Synchrony Financial 5.625% Prf Perpetual,How to trade the Suez Canal cargo ship blockage: Morning Brief
3029,SYK,Stryker Corp,Healthcare
3030,SYX,Systemax Inc,Industrials
3031,SYY,Sysco Corp,Consumer Defensive
3032,SZC,The Cushing Renaissance Fund,Financial Services
3033,T,AT&T Inc,Communication Services
3034,T-A,AT&T Inc 5% Prf Perpetual USD 25,How to trade the Suez Canal cargo ship blockage: Morning Brief
3035,T-C,AT&T Inc 4.75% Prf Perpetual USD 25,How to trade the Suez Canal cargo ship blockage: Morning Brief
3036,TAC,Transalta Corp,Utilities
3037,TAC.U,Trepont Acquisition Corp I [Taca.U],How to trade the Suez Canal cargo ship blockage: Morning Brief
3038,TAC.W,Trepont Acquisition Corp WT [Taca/W],How to trade the Suez Canal cargo ship blockage: Morning Brief
3039,TACA,Trepont Acquisition Corp I Cl A,Financial Services
3040,TAK,Takeda Pharmaceutical CO Ltd,Healthcare
3041,TAL,Tal Education Group,Consumer Defensive
3042,TALO,Talos Energy Inc,Energy
3043,TAP,Molson Coors Brewing Company,Consumer Defensive
3044,TAP.A,Molson Coors Brewing Cl A,How to trade the Suez Canal cargo ship blockage: Morning Brief
3045,TARO,Taro Pharm Inds,Healthcare
3046,TBA,Thoma Bravo Advantage Cl A,Financial Services
3047,TBB,AT&T Inc 5.350% Global Notes Due 2066,
3048,TBC,AT&T Inc 5.625% Global Notes Due 2067,
3049,TBI,Trueblue Inc,Industrials
3050,TCI,Transcontinental Realty Investors,Real Estate
3051,TCP,TCP Pipelines,Energy
3052,TCS,The Container Store Group Inc,Consumer Cyclical
3053,TD,Toronto Dominion Bank,Financial Services
3054,TDA,Telephone and Data Systems Inc,
3055,TDC,Teradata Corp,Technology
3056,TDE,Telephone and Data Systems,
3057,TDF,Templeton Dragon Fund,Financial Services
3058,TDG,Transdigm Group Inc,Industrials
3059,TDI,Telephone and Data Systems,
3060,TDJ,Telephone and Data Systems Inc,
3061,TDOC,Teladoc Health Inc,Healthcare
3062,TDS,Telephone and Data Systems,Communication Services
3063,TDS-U,Telephone & Data Systems,How to trade the Suez Canal cargo ship blockage: Morning Brief
3064,TDW,Tidewater Inc,Energy
3065,TDW.A,Tidewater Inc [Tdw/Wa],How to trade the Suez Canal cargo ship blockage: Morning Brief
3066,TDW.B,Tidewater Inc [Tdw/Wb],
3067,TDY,Teledyne Technologies Inc,Technology
3068,TEAF,Tortoise Essential Assets Income Term,Financial Services
3069,TECK,Teck Resources Ltd,Basic Materials
3070,TEF,Telefonica S.A.,Communication Services
3071,TEI,Templeton Emerging Markets,Financial Services
3072,TEL,Te Connectivity Ltd,Technology
3073,TEN,Tenneco Automotive,Consumer Cyclical
3074,TEO,Telecom Argentina Stet France Telecom,Communication Services
3075,TEVA,Teva Pharmaceutical Industries Ltd,Healthcare
3076,TEX,Terex Corp,Industrials
3077,TFC,Truist Financial Corp,Financial Services
3078,TFC-F,Truist Financial Corp [Tfc/Pf],How to trade the Suez Canal cargo ship blockage: Morning Brief
3079,TFC-G,Truist Financial Corp [Tfc/Pg],How to trade the Suez Canal cargo ship blockage: Morning Brief
3080,TFC-H,Truist Financial Corp [Tfc/Ph],How to trade the Suez Canal cargo ship blockage: Morning Brief
3081,TFC-I,Truist Financial Corp [Tfc/Pi],How to trade the Suez Canal cargo ship blockage: Morning Brief
3082,TFC-O,Truist Financial Corp [Tfc/Po],How to trade the Suez Canal cargo ship blockage: Morning Brief
3083,TFC-R,Truist Financial Corp [Tfc/Pr],How to trade the Suez Canal cargo ship blockage: Morning Brief
3084,TFII,Tfi International Inc,Industrials
3085,TFSA,Terra Income Fund VI 7.00% Notes Due,
3086,TFX,Teleflex Inc,Healthcare
3087,TG,Tredegar Corp,Basic Materials
3088,TGH,Textainer Group Holdings,Industrials
3089,TGI,Triumph Group,Industrials
3090,TGNA,Tegna Inc,Communication Services
3091,TGP,Teekay Lng Partners LP,Energy
3092,TGP-A,Teekay Lng Partners LP [Tgp/Pa],How to trade the Suez Canal cargo ship blockage: Morning Brief
3093,TGP-B,Teekay Lng Partners LP [Tgp/Pb],How to trade the Suez Canal cargo ship blockage: Morning Brief
3094,TGS,Transportadora DE Gas Sa Ord B,Energy
3095,TGT,Target Corp,Consumer Defensive
3096,THC,Tenet Healthcare Corp,Healthcare
3097,THG,The Hanover Insurance Group,Financial Services
3098,THO,Thor Industries,Consumer Cyclical
3099,THQ,Tekla Healthcare Opportunities,Financial Services
3100,THR,Thermon Group Holdings Inc,Industrials
3101,THS,Treehouse Foods,Consumer Defensive
3102,THW,Tekla World Healthcare Fund,Financial Services
3103,TIMB,Tim S.A. ADR,Communication Services
3104,TIN.U,Tiga Acquisition Corp Unit [Tinv.U],How to trade the Suez Canal cargo ship blockage: Morning Brief
3105,TIN.W,Tiga Acquisition Corp WT [Tinv/W],How to trade the Suez Canal cargo ship blockage: Morning Brief
3106,TINV,Tiga Acquisition Corp Cl A,Financial Services
3107,TISI,Team Inc,Industrials
3108,TIXT,Telus International [Cda] Inc,Technology
3109,TJX,TJX Companies,Consumer Cyclical
3110,TK,Teekay Shipping Corp,Energy
3111,TKC,Turkcell Iletisim Hizmetleri As,Communication Services
3112,TKR,Timken Company,Industrials
3113,TLG.U,Tlg Acquisition One Corp [Tlga.U],How to trade the Suez Canal cargo ship blockage: Morning Brief
3114,TLG.W,Tlg Acquisition One Corp WT [Tlga/W],How to trade the Suez Canal cargo ship blockage: Morning Brief
3115,TLGA,Tlg Acquisition One Corp Cl A,Financial Services
3116,TLK,P.T. Telekomunikasi Indonesia Tbk,Communication Services
3117,TLYS,Tilly's Inc,Consumer Cyclical
3118,TM,Toyota Motor Corp Ltd Ord,Consumer Cyclical
3119,TMA.U,Music Acquisition Corp [Tmac.U],How to trade the Suez Canal cargo ship blockage: Morning Brief
3120,TME,Tencent Music Entertainment Group ADR,Communication Services
3121,TMHC,Taylor Morrison Home Corp,Consumer Cyclical
3122,TMO,Thermo Fisher Scientific Inc,Healthcare
3123,TMST,Timken Steel Corp,Basic Materials
3124,TMX,Terminix Global Hldgs Inc,Consumer Cyclical
3125,TNC,Tennant Company,Industrials
3126,TNET,Trinet Group Inc,Industrials
3127,TNK,Teekay Tankers Ltd,Energy
3128,TNL,Travel + Leisure CO,Consumer Cyclical
3129,TNP,Tsakos Energy Navigation Ltd,Energy
3130,TNP-D,Tsakos Energy Navigation [Tnp/Pd],How to trade the Suez Canal cargo ship blockage: Morning Brief
3131,TNP-E,Tsakos Energy Navigation [Tnp/Pe],How to trade the Suez Canal cargo ship blockage: Morning Brief
3132,TNP-F,Tsakos Energy Navigation [Tnp/Pf],How to trade the Suez Canal cargo ship blockage: Morning Brief
3133,TOL,Toll Brothers Inc,Consumer Cyclical
3134,TOT,Totalfinaelf S.A.,Energy
3135,TPB,Turning Point Brands,Consumer Defensive
3136,TPC,Tutor Perini Corp,Industrials
3137,TPG.U,Tpg Pace Beneficial Fin Corp [Tpgy.U],How to trade the Suez Canal cargo ship blockage: Morning Brief
3138,TPG.W,Tpg Pace Beneficial Fin Corp WT [Tpgy/W],How to trade the Suez Canal cargo ship blockage: Morning Brief
3139,TPGY,Tpg Pace Beneficial Finance Corp Cl A,Financial Services
3140,TPH,Tri Pointe Homes Inc,Consumer Cyclical
3141,TPL,Texas Pacific Land Trust,Energy
3142,TPR,Tapestry Inc,Consumer Cyclical
3143,TPRE,Third Point Reinsurance Ltd Company,Financial Services
3144,TPVG,Triplepoint Venture Growth Bdc,Financial Services
3145,TPVY,Triplepoint Venture Growth Bdc Corp,
3146,TPX,Tempur-Pedic International Inc,Consumer Cyclical
3147,TPZ,Tortoise Power and Energy,Financial Services
3148,TR,Tootsie Roll Industries,Consumer Defensive
3149,TRC,Tejon Ranch Company,Industrials
3150,TRC.U,Twin Ridge Cap Acquisition Corp [Trca.U],How to trade the Suez Canal cargo ship blockage: Morning Brief
3151,TRE.U,Trebia Acquisition Corp Cl A [Treb.U],How to trade the Suez Canal cargo ship blockage: Morning Brief
3152,TRE.W,Trebia Acquisition Corp WT [Treb/W],How to trade the Suez Canal cargo ship blockage: Morning Brief
3153,TREB,Trebia Acquisition Corp Cl A,Financial Services
3154,TREC,Trecora Resources,Basic Materials
3155,TREX,Trex Company,Industrials
3156,TRGP,Targa Resources,Energy
3157,TRI,Thomson Reuters Corp,Industrials
3158,TRN,Trinity Industries,Industrials
3159,TRNO,Terreno Realty Corp,Real Estate
3160,TROX,Tronox Inc,Basic Materials
3161,TRP,Tc Energy Corp,Energy
3162,TRQ,Turquoise Hill Resources Ltd,Basic Materials
3163,TRT-A,Triton Intl Ltd [Trtn/Pa],How to trade the Suez Canal cargo ship blockage: Morning Brief
3164,TRT-B,Triton Intl Ltd [Trtn/Pb],How to trade the Suez Canal cargo ship blockage: Morning Brief
3165,TRT-C,Triton Intl Ltd 7.375% [Trtn/Pc],How to trade the Suez Canal cargo ship blockage: Morning Brief
3166,TRT-D,Triton Intl Ltd [Trtn/Pd],How to trade the Suez Canal cargo ship blockage: Morning Brief
3167,TRTN,Triton International Ltd,Industrials
3168,TRTX,Tpg Re Finance Trust Inc,Real Estate
3169,TRU,Transunion,Industrials
3170,TRV,The Travelers Companies Inc,Financial Services
3171,TS,Tenaris S.A.,Energy
3172,TSE,Trinseo S.A.,Basic Materials
3173,TSI,Tcw Strategic,Financial Services
3174,TSLX,Tpg Specialty Lending Inc,Financial Services
3175,TSM,Taiwan Semiconductor Manufacturing,Technology
3176,TSN,Tyson Foods,Consumer Defensive
3177,TSP.U,Tcw Spl Purpose Acquisition [Tspq.U],How to trade the Suez Canal cargo ship blockage: Morning Brief
3178,TSQ,Townsquare Media Llc,Communication Services
3179,TT,Trane Technologies Plc,Industrials
3180,TTC,Toro Company,Industrials
3181,TTI,Tetra Technologies,Energy
3182,TTM,Tata Motors Ltd,Consumer Cyclical
3183,TTP,Tortoise Pipeline & Energy Fund,Financial Services
3184,TU,Telus Corp,Communication Services
3185,TUFN,Tufin Software Technologies Ltd,Technology
3186,TUP,Tupperware Corp,Consumer Cyclical
3187,TUYA,Tuya Inc ADR,Technology
3188,TV,Grupo Televisa S.A.,Communication Services
3189,TVC,Tennessee Valley Authority,
3190,TVE,Tennessee Valley Authority,
3191,TWI,Titan International,Industrials
3192,TWLO,Twilio,Communication Services
3193,TWN,Taiwan Fund,Financial Services
3194,TWN.H,Tailwind Two Acquisition Corp [Twnt.U],How to trade the Suez Canal cargo ship blockage: Morning Brief
3195,TWN.S,Tailwind Intl Acquisition Corp [Twni.U],How to trade the Suez Canal cargo ship blockage: Morning Brief
3196,TWN.U,Tailwind Acquisition Corp [Twnd.U],How to trade the Suez Canal cargo ship blockage: Morning Brief
3197,TWN.W,Tailwind Acquisition Corp WT [Twnd/W],How to trade the Suez Canal cargo ship blockage: Morning Brief
3198,TWND,Tailwind Acquisition Corp Cl A,Financial Services
3199,TWO,Two Harbors Invt Corp,Real Estate
3200,TWO-A,Two Harbors Invt Corp [Two/Pa],How to trade the Suez Canal cargo ship blockage: Morning Brief
3201,TWO-B,Two Harbors Invt Corp [Two/Pb],How to trade the Suez Canal cargo ship blockage: Morning Brief
3202,TWO-C,Two Harbors Invt Corp [Two/Pc],How to trade the Suez Canal cargo ship blockage: Morning Brief
3203,TWO-D,Two Harbors Invt Corp [Two/Pd],How to trade the Suez Canal cargo ship blockage: Morning Brief
3204,TWO-E,Two Harbors Invt Corp [Two/Pe],How to trade the Suez Canal cargo ship blockage: Morning Brief
3205,TWTR,Twitter Inc,Communication Services
3206,TX,Ternium S.A.,Basic Materials
3207,TXT,Textron Inc,Industrials
3208,TY,Tri Continental Corp,Financial Services
3209,TY.P,Tri Contl Corp [Ty/P],
3210,TYG,Tortoise Energy Infrastructure Corp,Financial Services
3211,TYL,Tyler Technologies,Technology
3212,U,Unity Software Inc,Technology
3213,UA,Under Armour Inc Cl C,Consumer Cyclical
3214,UAA,Under Armour,Consumer Cyclical
3215,UAN,Cvr Partners LP,Basic Materials
3216,UBA,Urstadt Biddle Properties Inc,Real Estate
3217,UBER,Uber Technologies Inc,Technology
3218,UBP,Urstadt Biddle Properties Inc,Real Estate
3219,UBP-H,Urstadt Biddle Pptys Inc [Ubp/Ph],How to trade the Suez Canal cargo ship blockage: Morning Brief
3220,UBP-K,Urstadt Biddle Properties Inc 5.875% Prf,How to trade the Suez Canal cargo ship blockage: Morning Brief
3221,UBS,UBS Group Ag,Financial Services
3222,UDR,United Dominion Realty Trust,Real Estate
3223,UE,Urban Edge Properties,Real Estate
3224,UFI,Unifi Inc,Consumer Cyclical
3225,UFS,Domtar Corp,Basic Materials
3226,UGI,Ugi Corp,Utilities
3227,UGP,Ultrapar Participacoes S.A.,Energy
3228,UHS,Universal Health Services,Healthcare
3229,UHT,Universal Health Realty Income Trust,Real Estate
3230,UI,Ubiquiti Networks,Technology
3231,UIS,Unisys Corp,Technology
3232,UL,Unilever Plc,Consumer Defensive
3233,UMC,United Microelectronics Corp,Technology
3234,UMH,Umh Properties,Real Estate
3235,UMH-C,Umh Pptys Inc [Umh/Pc],How to trade the Suez Canal cargo ship blockage: Morning Brief
3236,UMH-D,Umh Pptys Inc [Umh/Pd],How to trade the Suez Canal cargo ship blockage: Morning Brief
3237,UNF,Unifirst Corp,Industrials
3238,UNFI,United Nat Foods,Consumer Defensive
3239,UNH,Unitedhealth Group Inc,Healthcare
3240,UNM,Unumprovident Corp,Financial Services
3241,UNMA,Unum Group 6.250% Junior,
3242,UNP,Union Pacific Corp,Industrials
3243,UNVR,Univar Inc,Basic Materials
3244,UPS,United Parcel Service,Industrials
3245,URI,United Rentals,Industrials
3246,USA,Liberty All-Star Equity Fund,Financial Services
3247,USAC,USA Compression Partners LP,Energy
3248,USB,U.S. Bancorp,Financial Services
3249,USB-A,US Bancorp [Usb/Pa],How to trade the Suez Canal cargo ship blockage: Morning Brief
3250,USB-H,US Bancorp [Usb/Ph],How to trade the Suez Canal cargo ship blockage: Morning Brief
3251,USB-M,US Bancorp [Usb/Pm],How to trade the Suez Canal cargo ship blockage: Morning Brief
3252,USB-P,US Bancorp Del [Usb/Pp],How to trade the Suez Canal cargo ship blockage: Morning Brief
3253,USB-Q,U.S. Bancorp,How to trade the Suez Canal cargo ship blockage: Morning Brief
3254,USB-R,U.S. Bancorp,How to trade the Suez Canal cargo ship blockage: Morning Brief
3255,USDP,USD Partners LP,Industrials
3256,USFD,US Foods Holding,Consumer Defensive
3257,USM,United States Cellular Corp,Communication Services
3258,USNA,Usana Health Sciences Inc,Consumer Defensive
3259,USPH,U.S. Physical Therapy,Healthcare
3260,USX,U.S. Xpress Enterprises Inc Cl A,Industrials
3261,UTF,Cohen & Steers Infrastructure Fund,Financial Services
3262,UTI,Universal Technical Institute Inc,Consumer Defensive
3263,UTL,Unitil Corp,Utilities
3264,UTZ,Utz Brands Inc,Consumer Defensive
3265,UVE,Universal Insurance Holdings Inc,Financial Services
3266,UVV,Universal Corp,Consumer Defensive
3267,UWM.W,Uwm Hldg Corp WT,How to trade the Suez Canal cargo ship blockage: Morning Brief
3268,UWMC,Uwm Hldg Corp,Financial Services
3269,UZA,United States Cellular Corp,
3270,UZB,United States Cellular Corp,
3271,UZC,United States Cellular Corp,
3272,UZD,United States Cellular Corp 6.250%,
3273,UZE,United States Cellular Corp,
3274,V,Visa Inc,Financial Services
3275,VAC,Marriot Vacations Worldwide Cor,Consumer Cyclical
3276,VALE,Vale S.A.,Basic Materials
3277,VAPO,Vapotherm Inc,Healthcare
3278,VAR,Varian Medical Systems,Healthcare
3279,VBF,Invesco Van Kampen Bond Fund,Financial Services
3280,VCIF,Vertical Capital Income Fund Common,Financial Services
3281,VCRA,Vocera Communications Inc,Technology
3282,VCV,Invesco California Value Muni Income,Financial Services
3283,VEC,Vectrus Inc,Industrials
3284,VEDL,Vedanta Ltd,Basic Materials
3285,VEEV,Veeva Systems Inc,Healthcare
3286,VEI,Vine Energy Inc Cl A,Energy
3287,VEL,Velocity Financial Inc,Financial Services
3288,VER,Vereit Inc,Real Estate
3289,VER-F,Vereit Inc [Ver/Pf],How to trade the Suez Canal cargo ship blockage: Morning Brief
3290,VET,Vermilion Energy Inc,Energy
3291,VFC,V.F. Corp,Consumer Cyclical
3292,VGA.U,VG Acquisition Corp Unit [Vgac.U],How to trade the Suez Canal cargo ship blockage: Morning Brief
3293,VGA.W,VG Acquisition Corp [Vgac/W],How to trade the Suez Canal cargo ship blockage: Morning Brief
3294,VGAC,VG Acquisition Corp Cl A,Financial Services
3295,VGI,Virtus Global Multi-Sector Inc,Financial Services
3296,VGI.U,Virgin Group Acquisition Corp II,How to trade the Suez Canal cargo ship blockage: Morning Brief
3297,VGM,Invesco Trust For Investment Grade,Financial Services
3298,VGR,Vector Group Ltd,Consumer Defensive
3299,VHC,Virnetx Holding Corp,Technology
3300,VHI,Valhi Inc,Basic Materials
3301,VIAO,Via Optronics Ag ADR,Technology
3302,VICI,Vici Properties Inc,Real Estate
3303,VIPS,Vipshop Holdings Ltd,Consumer Cyclical
3304,VIST,Vista Oil & Gas S.A.B. DE C.V.,Energy
3305,VIV,Telecomunicacoes DE Sao Paulo ADR,Communication Services
3306,VKQ,Invesco Muni Trust,Financial Services
3307,VLO,Valero Energy Corp,Energy
3308,VLRS,Controladora Vuela Compaia DE,Industrials
3309,VLT,Invesco High,Financial Services
3310,VMC,Vulcan Materials Company,Basic Materials
3311,VMI,Valmont Industries,Industrials
3312,VMO,Invesco Muni Opportunity Trust,Financial Services
3313,VMW,Vmware Inc,Technology
3314,VNCE,Vince Holding Corp,Consumer Cyclical
3315,VNE,Veoneer Inc,Consumer Cyclical
3316,VNO,Vornado Realty Trust,Real Estate
3317,VNO-K,Vornado Rlty TR [Vno/Pk],How to trade the Suez Canal cargo ship blockage: Morning Brief
3318,VNO-L,Vornado Rlty TR [Vno/Pl],How to trade the Suez Canal cargo ship blockage: Morning Brief
3319,VNO-M,Vornado Rlty TR [Vno/Pm],How to trade the Suez Canal cargo ship blockage: Morning Brief
3320,VNO-N,Vornado Realty Trust,How to trade the Suez Canal cargo ship blockage: Morning Brief
3321,VNT,Vontier Corp,Technology
3322,VNTR,Venator Materials Plc,Basic Materials
3323,VOC,Voc Energy Trust,Energy
3324,VOY-B,VOYA Finl Inc [Voya/Pb],How to trade the Suez Canal cargo ship blockage: Morning Brief
3325,VOYA,VOYA Financial Inc,Financial Services
3326,VPC.U,Vpc Impact Acq Hldgs III Inc [Vpcc.U],How to trade the Suez Canal cargo ship blockage: Morning Brief
3327,VPG,Vishay Precision Group,Technology
3328,VPV,Invesco Pennsylvania Muni,Financial Services
3329,VRS,Verso Corp,Basic Materials
